,id,epoch,sat_id,x,y,z,Vx,Vy,Vz,x_sim,y_sim,z_sim,Vx_sim,Vy_sim,Vz_sim
1514,2375,2014-01-09T04:25:45.712,1,-4173.970443235523,17417.198345405282,-10548.09778969659,-4.156641387455611,0.9682030969978159,-1.120660528553404,-2023.8862601016074,17947.56606742595,-9835.166414865202,-4.094036034679478,1.2367583424689226,-1.2613262419514844
1515,2376,2014-01-09T04:46:57.557,1,-9276.452860072312,18086.719065468616,-11626.057976553991,-3.845669880410012,0.1293397036112382,-0.5971652261290356,-7111.065206586458,18916.21332764928,-11100.4509072604,-3.8763376730048544,0.3304111225442249,-0.7474018178577634
1516,2377,2014-01-09T05:08:09.401,1,-13921.33965935706,17839.0715508371,-12115.60600766614,-3.4501058196499104,-0.4889879618922588,-0.1885903642951219,-11834.11339570272,18881.37043787669,-11778.513015999995,-3.537024963740039,-0.3543250151986725,-0.3333289055394376
1517,2378,2014-01-09T05:29:21.246,1,-18038.714332488507,16905.96343461343,-12140.06938876828,-3.0212010462915755,-0.9576347733368876,0.1387030018028686,-16084.959342473489,18080.63936496752,-11979.68088300985,-3.1404789066771555,-0.8825595210154219,0.005994016073335128
1518,2379,2014-01-09T05:50:33.091,1,-21600.74801495434,15448.041162646841,-11787.77134324087,-2.578723214169295,-1.3198575106826798,0.4068189747406062,-19810.9380083581,16684.16573581297,-11786.626781168125,-2.714566299559412,-1.2966673085594411,0.2889747079575147
1519,2380,2014-01-09T06:11:44.936,1,-24595.44274965839,13582.237054111221,-11124.13385650424,-2.129599846617001,-1.6025490520909855,0.6302282528770147,-22983.30114324319,14818.458665738444,-11262.37204669969,-2.271092797866841,-1.6240015427206858,0.5284073580221803
1520,2381,2014-01-09T06:32:56.781,1,-27015.52829132181,11398.09104416392,-10199.523678857371,-1.675056458324764,-1.8226748040348708,0.8184859154455426,-25582.91905365512,12581.838334207141,-10456.383397688724,-1.8142529860766883,-1.8822239837213683,0.7330583312407455
1521,2382,2014-01-09T06:54:08.626,1,-28853.321245881714,8967.888960916509,-9054.365571032762,-1.213515270856867,-1.990832253987968,0.9778770848673848,-27593.24596812958,10054.53741742919,-9408.901836847896,-1.3443013831660844,-2.082515606126627,0.9088306815776986
1522,2383,2014-01-09T07:15:20.470,1,-30098.03402827232,6353.400659547003,-7722.640318335359,-0.7417930706796105,-2.11319007037838,1.112365050000252,-28996.489921850785,7305.6659820742525,-8154.078569022123,-0.8591924727263353,-2.23140273214011,1.0594925584784851
1523,2384,2014-01-09T07:36:32.315,1,-30734.07153545957,3610.811147511063,-6234.481981473929,-0.255550502925025,-2.192464273924925,1.224089061557317,-29771.205384571378,4398.463510387981,-6722.41122947706,-0.3552924942379345,-2.331684236634517,1.1870648061768645
1524,2385,2014-01-09T07:57:44.160,1,-30739.64135085206,794.8481296903451,-4618.358195576758,0.2506249252251537,-2.228235627552546,1.3135339765299858,-29890.468368298032,1394.804887084077,-5142.870100299611,0.17236668564877378,-2.382699947404532,1.2919259478813758
1525,2386,2014-01-09T08:18:56.005,1,-30085.328682776366,-2037.127678560048,-2903.22595417924,0.7833389383372144,-2.216688212674387,1.379395127026427,-29320.207865375683,-1640.2507499964206,-3445.0706660036017,0.7300686911122823,-2.3799879571692806,1.3726269918198768
1526,2387,2014-01-09T08:40:07.850,1,-28732.438121524923,-4820.281735375424,-1121.088561083041,1.350622581334882,-2.149652323240831,1.418058541788288,-28017.490822993863,-4633.022606940795,-1661.9120684449151,1.3254790471576912,-2.314187462711528,1.4253177326409625
1527,2388,2014-01-09T09:01:19.694,1,-26631.030895849093,-7475.618378736602,689.4257693411481,1.962148142434347,-2.012564442414444,1.42245615261839,-25928.774553667492,-7493.6949414258215,166.6854137145963,1.9675771152757355,-2.168770708955083,1.4425307736530213
1528,2389,2014-01-09T09:22:31.539,1,-23717.863757941817,-9899.584105490132,2477.364017702101,2.629062168382355,-1.78045703348362,1.379735508143975,-22988.596874319315,-10104.730179496895,1987.8128284073407,2.665883073245574,-1.9156926419408475,1.4107547321064968
1529,2390,2014-01-09T09:43:43.384,1,-19915.36552609203,-11946.35986327913,4169.4005700026955,3.362161629300662,-1.410008094520001,1.266437067421704,-19120.50828246598,-12301.504123579587,3725.140639402285,3.4272194140653616,-1.5070808052960305,1.3055393207900727
1530,2391,2014-01-09T10:04:55.229,1,-15136.052968516682,-13395.456545716721,5650.593029282994,4.163815773144159,-0.8233710798581735,1.038090942481215,-14246.348390080906,-13838.074550802783,5259.357444492132,4.244193182097668,-0.8594168290131652,1.0813899342545996
1531,2392,2014-01-09T10:26:07.074,1,-9309.13580909472,-13889.41605045804,6724.917193971273,4.995853478762512,0.124246908554836,0.6061906921590762,-8324.584702621782,-14325.692542956276,6389.848140823463,5.055298422708045,0.1737898236041758,0.6513671903870804
1532,2393,2014-01-09T10:47:18.918,1,-2495.056371396814,-12817.980334290049,7033.029628975407,5.652317622720385,1.6922265178480738,-0.2065414095883486,-1488.6112549631414,-13135.55124866414,6762.6722583412475,5.609522792845416,1.8213541016233643,-0.14312609918171815
1533,2394,2014-01-09T11:08:30.763,1,4668.979628213011,-9200.212529249628,5923.810039162969,5.317848237807387,4.134234039394731,-1.656997064159602,5510.47299804117,-9371.67827907922,5791.089055969199,5.1100388147745,4.188775273468524,-1.475416438257508
1534,2395,2014-01-09T11:29:42.608,1,9861.005248345893,-2337.512601488895,2679.6782232530577,2.330779557520706,6.366629104902753,-3.347002331606588,10512.609126336289,-2616.362981036457,2935.562212312974,2.359897882514141,6.163684040844448,-2.9299907116570227
1535,2396,2014-01-09T11:50:54.453,1,10074.30448911973,5687.646811472337,-1908.248124009706,-1.779168560644898,5.768557434897165,-3.5592309459211564,11106.873183104091,5237.338783721511,-1151.8346887024445,-1.2855391542063972,5.783650675088596,-3.263780743521766
1536,2397,2014-01-09T12:12:06.298,1,6315.89266360582,11766.838825491961,-5913.426608820996,-3.770833638969168,3.7788502193930698,-2.683220418037493,7970.679140423262,11533.157916449409,-4959.332996716231,-3.346633310872096,4.061815290422663,-2.651060249841942
1537,2398,2014-01-09T12:33:18.142,1,1112.425642421663,15465.83424386331,-8743.897428344333,-4.259371425426203,2.126817780785087,-1.7983475760241392,3173.833264518943,15636.79172553974,-7845.412797489347,-4.040804495993063,2.4541750577660686,-1.8981774472900343
1538,2399,2014-01-09T12:54:29.987,1,-4277.871484555166,17382.61271364394,-10573.79124186906,-4.161042363358773,0.95551522484814,-1.11086869628348,-2043.0572201202613,17943.608489041544,-9837.858768916629,-4.096017892555756,1.2342251117962986,-1.2575695824299755
1539,2400,2014-01-09T13:15:41.832,1,-9382.807643434871,18037.802923247156,-11638.95428393049,-3.8454616064437994,0.119530812529129,-0.5870212478188707,-7132.100225064164,18909.175400880275,-11098.313077549876,-3.8773228545859593,0.3281077270306195,-0.7436036885712536
1540,2401,2014-01-09T13:36:53.677,1,-14025.40169193768,17779.51811646851,-12115.81876102453,-3.4469267735497584,-0.4959393807620087,-0.178872891270583,-11855.882946062593,18871.57777369596,-11771.621139473717,-3.5372213916282678,-0.3563529356357934,-0.329673920379933
1541,2402,2014-01-09T13:58:05.522,1,-18137.4339478387,16839.25422093939,-12128.394669267642,-3.0161232214959104,-0.961984577400196,0.1476395055962312,-16106.56212272559,18068.45496163505,-11968.287795463611,-3.140040310900293,-0.8842949137861731,0.009403093416753876
1542,2403,2014-01-09T14:19:17.366,1,-21692.19774927953,15377.29823692107,-11765.32318111236,-2.572468412246518,-1.321898888015142,0.4148044962178338,-19831.64246548739,16669.966088501198,-11771.088005193827,-2.713608123834085,-1.2981044214529365,0.2920748734386509
1543,2404,2014-01-09T14:40:29.211,1,-24678.46694286874,13510.21825412187,-11092.182381499131,-2.122677514367953,-1.6025576391322902,0.6371766486181802,-23002.505021712223,14802.624622786534,-11243.109432686668,-2.2697044268696542,-1.6251385729961898,0.5311552571867478
1544,2405,2014-01-09T15:01:41.056,1,-27089.529867017958,11327.22139933771,-10159.420775215849,-1.66784588935667,-1.820898139479692,0.8243497603803337,-25600.121934634186,12564.752475843674,-10433.867365599062,-1.8125062970801744,-1.883059748554312,0.7354199134051852
1545,2406,2014-01-09T15:22:52.901,1,-28918.1303823438,8900.294995550092,-9007.510980884948,-1.2063155904727458,-1.9874933852494183,0.9826261067901748,-27608.031240895238,10036.58414803153,-9383.643432793771,-1.3422567168171031,-2.0830479506842243,0.9107754072562722
1546,2407,2014-01-09T15:44:04.746,1,-30153.82771194768,6290.936576248327,-7670.467475227994,-0.7348546715258323,-2.108495709888575,1.11597525784913,-29008.512881349197,7287.233491408527,-8126.627500098673,-0.8569031525651368,-2.2316276337622583,1.060989717658997
1547,2408,2014-01-09T16:05:16.590,1,-30781.32572176433,3555.07328273639,-6178.4539971042195,-0.24909601786316105,-2.186615066618723,1.226537116493624,-29780.186665898636,4379.946705615469,-6693.357932210729,-0.35280857342693656,-2.3315952425670794,1.188080816869355
1548,2409,2014-01-09T16:26:28.435,1,-30779.10551032697,747.1751152250861,-4559.969058956751,0.2563859600942944,-2.221438454188692,1.314794360058736,-29896.192110128686,1376.6084877253745,-5112.850760614343,0.17499492318030893,-2.3822877596362484,1.292422003926092
1549,2410,2014-01-09T16:47:40.280,1,-30118.01622610959,-2075.672408829264,-2844.004093447721,0.7881995597637812,-2.209172015075805,1.3794391970470712,-29322.52440220527,-1657.7082639233965,-3414.775421560663,0.7327867122647659,-2.3792400628057258,1.3725566089920127
1550,2411,2014-01-09T17:08:52.125,1,-28759.627860198598,-4848.951177530421,-1062.60048103576,1.354371704797393,-2.141690250876639,1.4168554403053883,-28016.32523149733,-4649.3047217672665,-1632.0965060207293,1.3282227762632337,-2.3130878878390337,1.4246239188884795
1551,2412,2014-01-09T17:30:03.970,1,-26654.273350475352,-7494.0581149904565,745.5747784163962,1.964570238750439,-2.004507385436666,1.419976557900648,-25924.14342576025,-7508.342706795995,195.1848076418491,1.9702649862998896,-2.1673001488982906,1.4411426302942612
1552,2413,2014-01-09T17:51:15.814,1,-23738.98044200525,-9907.961732899677,2529.536312799533,2.629951339806416,-1.772786248822636,1.375960059594265,-22980.63812447151,-10117.25855717688,2014.0585739136636,2.668402903768582,-1.913829747570498,1.4085836423838176
1553,2414,2014-01-09T18:12:27.659,1,-19936.40849696459,-11945.580588538567,4215.948915260862,3.3613759844554627,-1.403419138110355,1.2613736941555371,-19109.533523071867,-12311.401675875017,3748.069646552256,3.4294050879553835,-1.504806910428374,1.302476226853735
1554,2415,2014-01-09T18:33:39.504,1,-15159.136154216942,-13387.507932846001,5689.911976024246,4.161444728393202,-0.8188913748963178,1.031802500857682,-14232.935617944187,-13844.81472346306,5277.756847823095,4.245781342483582,-0.8567308549408489,1.0773103733953246
1555,2416,2014-01-09T18:54:51.349,1,-9335.885183305563,-13877.84658756587,6755.523791161629,4.99270174212493,0.1252053791467709,0.5987985856646049,-8309.749162373031,-14328.779727563096,6402.354087939577,5.055847846550632,0.17682465750550935,0.6461712610739518
1556,2417,2014-01-09T19:16:03.194,1,-2525.046196099369,-12808.08003640503,7053.5040053246485,5.651051281577398,1.688653590502005,-0.2151935819725682,-1474.1047504438488,-13134.676923891211,6767.889364328818,5.6082979843093606,1.824468443837856,-0.14933481790266082
1557,2418,2014-01-09T19:37:15.039,1,4640.919438694349,-9196.073897200084,5931.38392592754,5.3223869287418,4.130429557678394,-1.669499391901696,5521.792537061458,-9367.175180861404,5788.170954435819,5.106116316662849,4.191161393699639,-1.4817230491349722
1558,2419,2014-01-09T19:58:26.883,1,9836.898020726756,-2331.974499791811,2666.03545020992,2.327328269826552,6.372803418861065,-3.367397112177002,10517.229493628482,-2609.986146786549,2925.7956244475763,2.3535500693770315,6.164061935082502,-2.9339830144325187
1559,2420,2014-01-09T20:19:38.728,1,10030.91169945861,5698.3719287787635,-1944.739624091742,-1.8029389975373655,5.766767197872688,-3.5714074877779813,11103.156999944153,5242.831574563957,-1164.2649635755345,-1.2918778250555158,5.782032957539087,-3.264019406851612
1560,2421,2014-01-09T20:40:50.573,1,6242.59241115337,11767.15406256706,-5956.150755234326,-3.791389571393623,3.7660465611307417,-2.681928394390809,7959.809392520502,11535.933316941591,-4970.3040370007975,-3.3514517030460635,4.059317507030235,-2.6488015713165085
1561,2422,2014-01-09T21:02:02.418,1,1018.927706000126,15448.074283790149,-8780.299638671315,-4.270728579417642,2.11225310938074,-1.7907046904978885,3157.8602892447807,15636.239043885636,-7852.691289525079,-4.0440469277101165,2.4515067524516643,-1.894794415795068
1562,2423,2014-01-09T21:23:14.263,1,-4381.091649073537,17347.40778865276,-10598.82788078314,-4.1654292190480176,0.9429385036115429,-1.1010815199557342,-2062.3129943913964,17939.725510657383,-9840.53471233358,-4.097983408034353,1.2316800992754866,-1.2537947404903451
1563,2424,2014-01-09T21:44:26.107,1,-9488.481486477142,17988.394136255516,-11651.204389964907,-3.845265075041601,0.109809946350726,-0.5768886570946249,-7153.198826411841,18902.20157871613,-11096.14069173559,-3.8782903446428767,0.32579926653379265,-0.7397943391924376
1564,2425,2014-01-09T22:05:37.952,1,-14128.80815478249,17719.57005597153,-12115.40240077068,-3.443774405637506,-0.5028242511741547,-0.1691705069433873,-11877.69472222512,18861.84531517324,-11764.684149012182,-3.5374011890886328,-0.35838193740449026,-0.3260128982586443
1565,2426,2014-01-09T22:26:49.797,1,-18235.537600043768,16772.22291335944,-12116.11139258033,-3.011080070753295,-0.9662863529493152,0.1565589917650591,-16128.18770484162,18056.330680267267,-11956.84467971038,-3.1395869818179243,-0.8860291949226023,0.012814368015366244
1566,2427,2014-01-09T22:48:01.642,1,-21783.0782372387,15306.28414166912,-11742.28877555111,-2.566251822821193,-1.323907736114819,0.4227720697235854,-19852.35283173617,16655.828480112315,-11755.498474441496,-2.7126373182068133,-1.2995393833613218,0.2951743685881734
1567,2428,2014-01-09T23:09:13.487,1,-24760.97112807147,13437.96127097959,-11059.66776994832,-2.115793971882052,-1.6025464335721749,0.6441067165815523,-23021.700520748593,14786.855359273284,-11223.798468259216,-2.2683054745809095,-1.62627317491311,0.5339003319983027
1568,2429,2014-01-09T23:30:25.331,1,-27163.060053370296,11256.131960283592,-10118.77812383279,-1.660672734923968,-1.8191119827553268,0.8301951943485373,-25617.3046780754,12547.734098734569,-10411.307704176865,-1.8107508933948055,-1.8838933347664368,0.7377770626329684
1569,2430,2014-01-09T23:51:37.176,1,-28982.51409311458,8832.487933383321,-8960.140032188223,-1.19915058141294,-1.984153119823052,0.9873567698867936,-27622.78673985849,10018.700623252696,-9358.347887036589,-1.3402049959416842,-2.0835787232246497,0.9127145071326715
1570,2431,2014-01-10T00:12:49.021,1,-30209.23781834585,6228.2571022988595,-7617.801564420673,-0.7279472909122953,-2.103806023899708,1.119567197791568,-29020.498281002587,7268.872298626531,-8099.14712812461,-0.8546082155136483,-2.2318518245940293,1.0624803934094502
1571,2432,2014-01-10T00:34:00.866,1,-30828.23313933287,3499.111266981413,-6121.956143522747,-0.2426683282429642,-2.1807746415121616,1.228966950227427,-29789.124311702213,4361.501320614163,-6664.283915943428,-0.35032014137046635,-2.331506598047025,1.1890897913485539
1572,2433,2014-01-10T00:55:12.711,1,-30818.254153885,699.2652187177246,-4501.133256052493,0.2621246567075011,-2.2146521928821947,1.316036460790492,-29901.867316475957,1358.4823625279148,-5082.8198546518015,0.17762687886697448,-2.3818770961499505,1.2929107217050106
1573,2434,2014-01-10T01:16:24.555,1,-30150.413891446813,-2114.468157740747,-2784.3589453889917,0.7930421349035006,-2.2016667777345296,1.3794647543591358,-29324.788271364923,-1675.0981097261515,-3384.4779861109278,0.7355080495694691,-2.3784949095368844,1.3724788150921108
1574,2435,2014-01-10T01:37:36.400,1,-28786.54827456915,-4877.884463119841,-1003.7128937630388,1.358106346227463,-2.1337369444029943,1.415633386716746,-28015.10306816409,-4665.523226523958,-1602.288077339636,1.3309699041943377,-2.311992203111504,1.4239228265451394
1575,2436,2014-01-10T01:58:48.245,1,-26677.26350807122,-7512.7700922952245,802.0987380123622,1.966979675718198,-1.996454387611872,1.417477287525586,-25919.451366384703,-7522.9321853514575,223.66803111467442,1.9729569587363311,-2.16583437308931,1.4397475102091757
1576,2437,2014-01-10T02:20:00.090,1,-23759.86136297399,-9916.6124807306,2582.05800753427,2.6308263347769363,-1.765112331207156,1.3721640511110538,-22972.612743037418,-10129.734725130444,2040.2795708974506,2.6709283393152288,-1.9119719244952185,1.4064059693485873
1577,2438,2014-01-10T02:41:11.935,1,-19957.23790207679,-11945.06482802277,4262.8200191911965,3.360568138484189,-1.396818075153217,1.2562890999411722,-19098.483823504794,-12321.252762374108,3770.965849976568,3.4315988845606538,-1.5025370464471963,1.299406837566944
1578,2439,2014-01-10T03:02:23.779,1,-15182.04521988344,-13379.802408139522,5729.5271054936475,4.159031312329089,-0.8143926740210109,1.025494112797062,-14219.436299874238,-13851.511170537877,5296.115324964582,4.247381010268653,-0.854045157583418,1.073224237525025
1579,2440,2014-01-10T03:23:35.624,1,-9362.537188023882,-13866.498796800739,6786.405588079955,4.989467972850617,0.12617343888204402,0.5913957532559575,-8294.81086171433,-14331.818055140857,6414.80978561486,5.056411772996591,0.17986872637485946,0.6409666911336115
1580,2441,2014-01-10T03:44:47.469,1,-2555.0758021984407,-12798.42366996894,7074.258399026121,5.6496544609372545,1.6850199629822902,-0.2238205621983396,-1459.4787117191336,-13133.730511916001,6773.041972005311,5.607083116263127,1.8276117118361488,-0.15555832298357475
1581,2442,2014-01-10T04:05:59.314,1,4612.67630705041,-9192.361730873694,5939.317021629995,5.326877562243756,4.126388818487347,-1.681900712933019,5533.226664374554,-9362.547074018335,5785.1637333796725,5.102169612998778,4.1935996786419825,-1.4880530484632823
1582,2443,2014-01-10T04:27:11.159,1,9812.741994112544,-2327.184980076293,2652.8732675668202,2.324116805688045,6.378787435686657,-3.3877397475830877,10521.893780922419,-2603.4258878544315,2915.9152986365,2.3471198320321163,6.1644667267222415,-2.937983771541336
1583,2444,2014-01-10T04:48:23.003,1,9987.750839395983,5708.255347700489,-1980.736944965636,-1.826548788095896,5.764984779064116,-3.5835810009108835,11099.381307777983,5248.502951232571,-1176.795924861347,-1.2982816312708705,5.780386476897801,-3.2642313233893008
1584,2445,2014-01-10T05:09:34.848,1,6169.672901255409,11766.67582076632,-5998.353596689669,-3.811859769288475,3.753303111714791,-2.680603091093788,7948.8292009301285,11538.841803659368,-4981.334232618427,-3.3562872695652537,4.056783654014923,-2.646508443268748
1585,2446,2014-01-10T05:30:46.693,1,925.8899433664153,15429.611427274658,-8816.1384997316,-4.282045106769702,2.097765302683587,-1.7830315921967892,3141.772444025809,15635.780768100964,-7859.989501721364,-4.0472819230700265,2.448814238816204,-1.8913840814830891
1586,2447,2014-01-10T05:51:58.538,1,-4483.822688624434,17311.59477036435,-10623.26792644234,-4.169808877959838,0.9304315500768672,-1.091271989852232,-2081.668078576759,17935.913297906798,-9843.201436292387,-4.0999327869867015,1.2291217742672085,-1.2500010572016482
1587,2448,2014-01-10T06:13:10.383,1,-9593.671222786055,17938.45644696695,-11662.833093922527,-3.8450816468666513,0.1001432919059748,-0.5667389633556329,-7174.374774023314,18895.28631182681,-11093.939855714436,-3.8792397931783436,0.32348481864371004,-0.7359730081600359
1588,2449,2014-01-10T06:34:22.228,1,-14231.75474623041,17659.151560141752,-12114.34509427669,-3.4406456908271164,-0.5096712211646465,-0.15945423440911402,-11899.561724616138,18852.166609635,-11757.707122456924,-3.5375636990091093,-0.3604124464995421,-0.3223450487745522
1589,2450,2014-01-10T06:55:34.072,1,-18333.21466174133,16704.75990185195,-12103.17094670304,-3.006064739112205,-0.9705647346655741,0.1654902181579992,-16149.848196121882,18044.259729913607,-11945.355599533292,-3.1391181107401986,-0.8877623700774493,0.016228609595493344
1590,2451,2014-01-10T07:16:45.917,1,-21873.56788423575,15234.860165875869,-11718.583371620382,-2.5600631086990258,-1.325905251428043,0.4307496934433716,-19873.080093712106,16641.746311358787,-11739.861292271718,-2.711653044924177,-1.3009718306253228,0.2982739031418533
1591,2452,2014-01-10T07:37:57.762,1,-24843.11848795502,13365.302459496641,-11026.470379876533,-2.108935649210098,-1.602533474318147,0.6510452475124879,-23040.89753462293,14771.144893354814,-11204.441385202259,-2.266895148919852,-1.6274046810095042,0.5366432193106729
1592,2453,2014-01-10T07:59:09.607,1,-27236.262826551334,11184.638080580042,-10077.44299072345,-1.6535203906216558,-1.817331327282022,0.8360473994439218,-25634.476119049887,12530.77825889572,-10388.70590161762,-1.8089860964474616,-1.8847238232541608,0.7401303312605376
1593,2454,2014-01-10T08:20:21.452,1,-29046.593391948198,8764.26599408798,-8912.069193599404,-1.192000764613066,-1.9808233995396296,0.9920922559381332,-27637.52049536453,10000.883140949441,-9333.016023632004,-1.33814568145394,-2.084106816456117,0.9146484540159424
1594,2455,2014-01-10T08:41:33.296,1,-30264.35883404582,6165.14725733423,-7564.431058239697,-0.7210487102498366,-2.099129802021845,1.123161640984324,-29032.453656790298,7250.579876023121,-8071.637585903318,-0.8523072475869409,-2.2320740728271304,1.0639649924158858
1595,2456,2014-01-10T09:02:45.141,1,-30874.858339388848,3442.7010328518395,-6064.752242488591,-0.2362426007181203,-2.174948455008968,1.231396470626779,-29798.025400403985,4343.126677314068,-6635.188977805713,-0.34782703086989714,-2.3314169755687217,1.190092045839832
1596,2457,2014-01-10T09:23:56.986,1,-30857.1186486681,650.8897008722031,-4441.593933432345,0.2678683428961699,-2.207878675554193,1.317274783917306,-29907.500987069045,1340.4274822715786,-5052.776811245758,0.18026249493034832,-2.3814666017002017,1.2933923435910062
1597,2458,2014-01-10T09:45:08.831,1,-30182.516776375352,-2153.743473509322,-2724.017718653247,0.7978963466591099,-2.194170292668076,1.379482235675588,-29327.006669571434,-1692.4177699118654,-3354.1774549653637,0.7382324156368538,-2.3777511778304823,1.3723937863893831
1598,2459,2014-01-10T10:06:20.676,1,-28813.15530333167,-4907.304467581395,-944.1427605291136,1.3618583616295272,-2.125785569080454,1.414397889892392,-28013.83206474873,-4681.674054215554,-1572.485678471881,1.3337198775720256,-2.3108992025144293,1.4232145717321834
1599,2460,2014-01-10T10:27:32.520,1,-26699.915565329047,-7531.965105209368,859.2839524277847,1.96941017804027,-1.988393121237909,1.414957742523574,-25914.706994046264,-7537.457965758384,252.13631912551415,1.9756522014564848,-2.1643723908740435,1.4383454836492453
1600,2461,2014-01-10T10:48:44.365,1,-23780.376897320108,-9925.727326467264,2635.209909489176,2.63172220292593,-1.75741617522958,1.368339093767299,-22964.53059354937,-10142.152282730389,2066.4771403429268,2.673458277494941,-1.9101185360519248,1.4042217608260466
1601,2462,2014-01-10T11:09:56.210,1,-19977.67928855629,-11944.97392361858,4310.277763491333,3.359773267067799,-1.390176991795449,1.251164531874246,-19087.37075867488,-12331.050496502576,3793.830597541056,3.4337994566704326,-1.5002711416303,1.296331221825987
1602,2463,2014-01-10T11:31:08.055,1,-15204.562312066491,-13372.45856828063,5769.669781096372,4.156607883923429,-0.8098349851915103,1.019132525244634,-14205.863311621863,-13858.157569195431,5314.434498727026,4.248990859643757,-0.8513604180020184,1.069131648082002
1603,2464,2014-01-10T11:52:19.900,1,-9388.838447044458,-13855.43021502902,6817.739062217203,4.9861734959582975,0.127208049701322,0.5839277766995398,-8279.784247146059,-14334.802805609963,6427.21710594759,5.0569892542182835,0.18292023533261287,0.6357537368247806
1604,2465,2014-01-10T12:13:31.744,1,-2584.883088550796,-12788.98368802699,7095.382492527097,5.648113103288991,1.6814016617250358,-0.232504939789005,-1444.7488180081314,-13132.710648304497,6778.132400023808,5.605878598879979,1.830780749104944,-0.16179617116357706
1605,2466,2014-01-10T12:34:43.589,1,4584.446823405523,-9188.954703996209,5947.585177788532,5.331226334140403,4.122169591556492,-1.6942853282501888,5544.761821006822,-9357.796875759399,5782.0700882797,5.098201912374964,4.196087213246764,-1.4944065955923778
1606,2467,2014-01-10T12:55:55.434,1,9788.600950501886,-2323.000468486416,2640.112927733638,2.32106128800649,6.384566854920324,-3.408024104313617,10526.59336047195,-2596.6868174952056,2905.9224140713286,2.340610580857211,6.164898823092598,-2.941995322419363
1607,2468,2014-01-10T13:17:07.279,1,9944.830443876352,5717.426126833048,-2016.274625248298,-1.850007822678914,5.7632093708090375,-3.5957039550917718,11095.539367095196,5254.349553525621,-1189.4298809333493,-1.3047510085774223,5.778712340389289,-3.2644192911174796
1608,2469,2014-01-10T13:38:19.124,1,6097.148628970648,11765.54401034662,-6040.0180761063375,-3.832230828080738,3.740634110401991,-2.679213335161977,7937.7302382104235,11541.880271122893,-4992.428468226881,-3.361141710384002,4.054213345717288,-2.644182255534113
1609,2470,2014-01-10T13:59:30.968,1,833.3487402511197,15410.606912827869,-8851.369128459051,-4.293301335892607,2.083373463306962,-1.775315006931153,3125.5597992662183,15635.412570612156,-7867.313162182461,-4.0505106588609205,2.4460965342489334,-1.8879467725652364
1610,2471,2014-01-10T14:20:42.813,1,-4586.002947711782,17275.36197647404,-10647.05870756155,-4.174162201354496,0.9180176606965448,-1.081440426692336,-2101.1333215206428,17932.1661683609,-9845.864615601304,-4.101866535825059,1.2265491853540778,-1.2461882947276084
1611,2472,2014-01-10T14:41:54.658,1,-9698.29341330741,17888.20962868421,-11673.79466970536,-3.844896592686311,0.09055668447447647,-0.5565821824174813,-7195.639569364565,18888.42286167273,-11091.715790370241,-3.8801711859805983,0.32116364474398423,-0.7321391475827638
1612,2473,2014-01-10T15:03:06.503,1,-14334.14301053001,17598.51589812671,-12112.61839859589,-3.437531856790073,-0.5164537324614152,-0.1497408104487694,-11921.495111055865,18842.534171395306,-11750.69447132843,-3.5377085908861985,-0.3624448347718731,-0.3186697206295041
1613,2474,2014-01-10T15:24:18.348,1,-18430.35955628529,16637.15190534378,-12089.56926889764,-3.0010747948264904,-0.9747938836373838,0.1744118888593445,-16171.553743547416,18032.23445281681,-11933.824092661544,-3.138633232522353,-0.8894944143708439,0.01964646416684901
1614,2475,2014-01-10T15:45:30.192,1,-21963.56202551231,15163.344849371491,-11694.23202798454,-2.5539060885432883,-1.327867381620443,0.4387130953222554,-19893.833790475368,16627.712070521655,-11724.179148607907,-2.710654753860233,-1.3024014430733524,0.3013741164966218
1615,2476,2014-01-10T16:06:42.037,1,-24924.813032791088,13292.58938921191,-10992.64738454636,-2.102112361325925,-1.6024973116811358,0.6579662010245809,-23060.104840239546,14755.486261792174,-11185.040068791299,-2.2654729006683474,-1.6285325018460617,0.5393845167775183
1616,2477,2014-01-10T16:27:53.882,1,-27309.0583211394,11113.112600826047,-10035.50626861026,-1.646404327829554,-1.815537970208435,0.8418795331310167,-25651.64432263322,12513.878853637743,-10366.063104431745,-1.8072114132347843,-1.88555039685388,0.7424802600950962
1617,2478,2014-01-10T16:49:05.727,1,-29110.311530911295,8696.022787864194,-8863.423559102965,-1.184886968363016,-1.9774898589794792,0.9968057559352078,-27652.23997166395,9983.126717356463,-9307.648330198585,-1.3360783810505863,-2.0846312267429754,0.9165777226841794
1618,2479,2014-01-10T17:10:17.572,1,-30319.16374577823,6102.016179667404,-7510.514715660894,-0.7141848208264997,-2.09445709429004,1.12673258636377,-29044.3859987482,7232.3526539312925,-8044.098833157325,-0.8500000108923235,-2.232293226212832,1.06544391355084
1619,2480,2014-01-10T17:31:29.417,1,-30921.21030455819,3386.261259791239,-6007.033210288477,-0.2298494947140012,-2.169131564342833,1.233801244907363,-29806.89675021796,4324.820404056852,-6606.072461517129,-0.3453291292676552,-2.3313251311342023,1.1910879164962778
1620,2481,2014-01-10T17:52:41.261,1,-30895.7498480204,602.4699819457777,-4381.571652020957,0.2735818880572341,-2.2011186627014343,1.318487292850124,-29913.09991016232,1322.4430391005012,-5022.720583208091,0.18290167896529447,-2.3810549783114494,1.2938671294351998
